gazetteer_title,stream_name,tributary_side,primary_county,origin,flow_description,destination_details,additional_data,canvas_fragment,image,current_alphabet_letter
Gazetteer of Surface Waters of Iowa,Rocky Branch,Right,Jefferson County,"sec. 3, T. 72 N., R. 9 W.","flows west 6 miles into Walnut Creek in sec. 3, T. 72 N., R. 8 W.",Walnut Creek (tributary through Skunk River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0044#xywh=320,3401,2216,51",0044_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0044.jpg,R
Gazetteer of Surface Waters of Iowa,Rush Creek,Right,Monona County,"sec. 1, T. 85 N., R. 42 W.","flows south 6 miles into Soldier River in Monona County, sec. 2, T. 84 N., R. 42 W.",Soldier River (tributary to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0044#xywh=322,3610,2211,51",0044_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0044.jpg,R
Gazetteer of Surface Waters of Iowa,Rush Lake Outlet,Left,,"Rush Lake, Osceola County, sec. 30, T. 100 N., R. 40 W.","flows south 4 miles into Ocheyedan River in Osceola County, sec. 23, T. 99 N., R. 40 W.",Ocheyedan River,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0044#xywh=324,3819,2209,50",0044_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0044.jpg,R
Gazetteer of Surface Waters of Iowa,St. Josef Creek,Left,Mahaska County,"T. 75 N., R. 17 W.","flows southeast 10 miles into Des Moines River (tributary to the Mississippi) in Mahaska County, T. 74 N., R. 16 W.",Des Moines River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045#xywh=476,214,1371,49",0045_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045.jpg,R
Gazetteer of Surface Waters of Iowa,Sage Creek,Right,Monroe County,"sec. 6, T. 73 N., R. 19 W.",flows north 6 miles into North Cedar River (tributary through Des Moines River to the Mississippi).,North Cedar River (tributary through Des Moines River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045#xywh=60,559,2198,51",0045_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045.jpg,R
Gazetteer of Surface Waters of Iowa,Salt Creek,Left,Tama County,"T. 85 N., R. 15 W.","flows east 8 miles and southeast 22 miles into Iowa River (tributary to the Mississippi) in T. 82 N., R. 13 W.",Iowa River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045#xywh=62,690,2196,61",0045_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045.jpg,R
Gazetteer of Surface Waters of Iowa,"Salt Creek, East Branch",Left,Tama County,"sec. 13, T. 85 N., R. 13 W.","flows south 12 miles into Salt Creek (tributary through Iowa River to the Mississippi) in sec. 34, T. 84 N., R. 13 W.",Salt Creek (tributary through Iowa River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045#xywh=57,829,2201,60",0045_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045.jpg,R
Gazetteer of Surface Waters of Iowa,"Salt Creek, South Branch",Right,Tama County,"sec. 3, T. 84 N., R. 15 W.","flows southeast 12 miles into Salt Creek (tributary through Iowa River to the Mississippi) in sec. 29, T. 84 N., R. 13 W.",Salt Creek (tributary through Iowa River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045#xywh=57,1038,2201,56",0045_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045.jpg,R
Gazetteer of Surface Waters of Iowa,Sand Creek,Right,Buchanan County,"sec. 21, T. 87 N., R. 8 W.",flows northeast and southeast 5 miles into Wapsipinicon River (tributary to the Mississippi).,Wapsipinicon River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045#xywh=59,1247,2201,50",0045_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045.jpg,R
Gazetteer of Surface Waters of Iowa,Sand Creek,Right,Union County,"T. 71 N., R. 29 W.","flows southeast 9 miles into Twelvemile Creek in T. 71 N., R. 28 W.",Twelvemile Creek,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045#xywh=56,1384,2202,51",0045_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045.jpg,R
Gazetteer of Surface Waters of Iowa,School Creek,Left,Hardin County,"T. 89 N., R. 20 W.","flows southwest 4½ miles into Iowa River (tributary to the Mississippi) in T. 89 N., R. 20 W.",Iowa River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045#xywh=56,1511,2204,65",0045_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045.jpg,R
Gazetteer of Surface Waters of Iowa,Seeley Creek,Right,Guthrie County,"T. 79 N., R. 33 W.","flows east 10 miles into Wichita Creek (tributary through Raccoon River to Des Moines River and thus to the Mississippi) in sec. 35, T. 80 N., R. 32 W.",Wichita Creek (tributary through Raccoon River to Des Moines River and thus to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045#xywh=56,1660,2202,51",0045_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045.jpg,R
Gazetteer of Surface Waters of Iowa,Sevenmile Creek,Right,Cass County,"T. 77 N., R. 34 W.","flows southwest 23 miles and south 12½ miles into West Nodaway River (tributary through Nodaway River to the Missouri) in Montgomery County, T. 73 N., R. 36 W.",West Nodaway River (tributary through Nodaway River to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045#xywh=56,1863,2204,59",0045_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045.jpg,R
Gazetteer of Surface Waters of Iowa,Sevenmile Creek,Left,Decatur County,"sec. 35, T. 68 N., R. 27 W.","flows south 6 miles through Decatur County into the State of Missouri, sec. 26, T. 67 N., R. 27 W.",State of Missouri,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045#xywh=59,2076,2203,51",0045_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045.jpg,R
Gazetteer of Surface Waters of Iowa,Shane Creek,Right,Decatur County,"sec. 33, T. 68 N., R. 27 W.","flows south 5½ miles through Decatur County into the State of Missouri, sec. 29, T. 67 N., R. 27 W.",State of Missouri,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045#xywh=56,2283,2204,52",0045_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045.jpg,R
Gazetteer of Surface Waters of Iowa,Shellrock River,Right,,"Freeborn County, Minn.","enters Iowa through Worth County (T. 100 N., R. 21 W.); flows southeast 81 miles into Cedar River (tributary through Iowa River to the Mississippi) in Blackhawk County, T. 90 N., R. 14 W.",Cedar River (tributary through Iowa River to the Mississippi),Water power is developed at five localities. At Shellrock a 6-foot head creates 200 horsepower; at Greene an 8-foot head creates 175 horsepower; at Nora Springs a 10-foot head creates 72 horsepower; at Northwood an 8-foot head creates 85 horsepower; at Rockford an 8-foot head creates 65 horsepower.,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045#xywh=56,2423,2204,50",0045_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045.jpg,R
Gazetteer of Surface Waters of Iowa,"Shellrock River, West Fork",Right,Franklin County,"junction of Bailey and Beaver Dam creeks in Franklin County, T. 93 N., R. 19 W.","flows southeast 39 miles into Shellrock River (tributary through Cedar River to Iowa River and thus to the Mississippi) in Blackhawk County, T. 90 N., R. 14 W., 1 mile above point where Shellrock River flows into Cedar River.",Shellrock River (tributary through Cedar River to Iowa River and thus to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045#xywh=59,2904,2201,51",0045_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045.jpg,R
Gazetteer of Surface Waters of Iowa,Shoal Creek,Right,Wayne County,"sec. 22, T. 68 N., R. 20 W.","flows east 11 miles and southeast 7 miles through Appanoose County into the State of Missouri in T. 67 N., R. 17 W.",State of Missouri,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045#xywh=59,3250,2199,51",0045_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045.jpg,R
Gazetteer of Surface Waters of Iowa,Short Creek,Left,Warren County,"sec. 30, T. 76 N., R. 23 W.","flows northeast 7 miles into South River in sec. 18, T. 76 N., R. 22 W.",South River,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045#xywh=57,3454,2207,59",0045_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045.jpg,R
Gazetteer of Surface Waters of Iowa,Short Creek,Right,Louisa County,"T. 75 N., R. 5 W.","flows southeast 9 miles into Iowa River (tributary to the Mississippi) in Louisa County, T. 75 N., R. 4 W.",Iowa River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045#xywh=59,3596,2199,51",0045_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045.jpg,R
Gazetteer of Surface Waters of Iowa,Silver Creek,Right,Allamakee County,"T. 98 N., R. 5 W.","flows north 9 miles into Upper Iowa River (tributary to the Mississippi) in Allamakee County, T. 99 N., R. 5 W.",Upper Iowa River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045#xywh=59,3734,2199,52",0045_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0045.jpg,R
Gazetteer of Surface Waters of Iowa,Silver Creek,Left,Buena Vista County,"T. 91 N., R. 38 W.","flows west 13 miles into Maple River (tributary through Little Sioux River to the Missouri) in Ida County, T. 88 N., R. 40 W.",Maple River (tributary through Little Sioux River to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046#xywh=322,345,2215,51",0046_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046.jpg,S
Gazetteer of Surface Waters of Iowa,Silver Creek,Left,Cherokee County,"T. 89 N., R. 40 W.","flows north 13 miles into Little Sioux River (tributary to the Missouri) in T. 91 N., R. 40 W.",Little Sioux River (tributary to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046#xywh=320,555,2220,51",0046_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046.jpg,S
Gazetteer of Surface Waters of Iowa,Silver Creek,Left,Clayton County,"T. 95 N., R. 5 W.","flows east and south 10 miles into Roberts Creek (tributary through Turkey River to the Mississippi) in Clayton County, T. 94 N., R. 5 W.",Roberts Creek (tributary through Turkey River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046#xywh=322,695,2220,51",0046_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046.jpg,S
Gazetteer of Surface Waters of Iowa,Silver Creek,Right,Jackson County,"T. 84 N., R. 3 E.",flows northwest 2 miles into Prairie Creek (tributary through Maquoketa River to the Mississippi).,Prairie Creek (tributary through Maquoketa River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046#xywh=322,905,2220,51",0046_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046.jpg,S
Gazetteer of Surface Waters of Iowa,Silver Creek,Right,Linn County,"T. 83 N., R. 8 W.",flows northeast 6 miles into Cedar River (tributary through Iowa River to the Mississippi).,Cedar River (tributary through Iowa River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046#xywh=322,1043,2220,52",0046_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046.jpg,S
Gazetteer of Surface Waters of Iowa,Silver Creek,Left,Sac County,"sec. 1, T. 88 N., R. 38 W.","flows west and southwest 13 miles into Maple River (tributary through Little Sioux to the Missouri) in T. 88 N., R. 40 W.",Maple River (tributary through Little Sioux to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046#xywh=324,1184,2218,51",0046_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046.jpg,S
Gazetteer of Surface Waters of Iowa,Silver Creek,Left,Scott County,"sec. 4, T. 78 N., R. 3 E.",flows southeast 4 miles into Duck Creek (tributary to the Mississippi).,Duck Creek (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046#xywh=322,1393,2229,52",0046_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046.jpg,S
Gazetteer of Surface Waters of Iowa,Silver Creek,Right,Shelby County,"T. 80 N., R. 39 W.","flows south 10 miles and southwest 524 miles into West Nishnabotna River (tributary through Nishnabotna River to the Missouri) in Mills County, T. 71 N., R. 41 W.",West Nishnabotna River (tributary through Nishnabotna River to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046#xywh=320,1526,2225,59",0046_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046.jpg,S
Gazetteer of Surface Waters of Iowa,Silver Creek,Left,Winneshiek County,"sec. 13, T. 100 N., R. 9 W.","flows south 7 miles into Upper Iowa River (tributary to the Mississippi) in Winneshiek County, sec. 10, T. 99 N., R. 9 W.",Upper Iowa River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046#xywh=324,1741,2225,51",0046_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046.jpg,S
Gazetteer of Surface Waters of Iowa,"Silver Creek, Little",Right,Pottawattamie County,"sec. 11, T. 76 N., R. 41 W.","flows southwest 12 miles into Middle Branch of Silver Creek (tributary through Silver Creek to the Missouri) in sec. 12, T. 74 N., R. 42 W.",Middle Branch of Silver Creek (tributary through Silver Creek to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046#xywh=327,1952,2224,51",0046_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046.jpg,S
Gazetteer of Surface Waters of Iowa,"Silver Creek, Little",Right,Shelby County,"T. 79 N., R. 39 W.","flows south 7½ miles into Silver Creek (tributary to the Missouri) in T. 78 N., R. 40 W.",Silver Creek (tributary to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046#xywh=324,2163,2225,51",0046_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046.jpg,S
Gazetteer of Surface Waters of Iowa,"Silver Creek, Middle Branch",Right,Pottawattamie County,"T. 77 N., R. 40 W.","flows southwest 22 miles and southeast 4½ miles into Silver Creek (tributary to the Missouri) in T. 74 N., R. 41 W.",Silver Creek (tributary to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046#xywh=327,2302,2224,51",0046_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046.jpg,S
Gazetteer of Surface Waters of Iowa,Simon's Run,Left,Pottawattamie County,"sec. 28, T. 76 N., R. 43 W.","flows northwest and southwest 5 miles into Pigeon Creek (tributary to Missouri River) in sec. 13, T. 76 N., R. 44 W.",Pigeon Creek (tributary to Missouri River),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046#xywh=327,2512,2224,52",0046_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046.jpg,S
Gazetteer of Surface Waters of Iowa,Sink Creek,Right,Blackhawk County,"sec. 23, T. 88 N., R. 12 W.",flows northeast 4 miles into Cedar River (tributary through Iowa River to the Mississippi).,Cedar River (tributary through Iowa River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046#xywh=329,2721,2222,52",0046_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046.jpg,S
Gazetteer of Surface Waters of Iowa,Sioux Creek,Left,Harrison County,"sec. 2, T. 81 N., R. 43 W.","flows southwest and north 8 miles into Soldier River (tributary to the Missouri) in Monona County, sec. 31, T. 82 N., R. 43 W.",Soldier River (tributary to the Missouri),"Written ""Stowe"" on Harrison County map, Ann. Rept. Iowa Geol. Survey, vol. 20.","https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046#xywh=328,2859,2225,57",0046_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046.jpg,S
Gazetteer of Surface Waters of Iowa,"Sioux River, Big",Left,"Lyon, Sioux, and Plymouth counties",forms western boundary of Iowa,"flows into Missouri River at Sioux City, T. 90 N., R. 48 W.",Missouri River,"Water power is developed at Akron, where an 8-foot head creates 100 horsepower; at Calliope a 6-foot head creates 80 horsepower.","https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046#xywh=329,3139,2222,52",0046_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046.jpg,S
Gazetteer of Surface Waters of Iowa,"Sioux River, Little",Left,"Jackson County, Minn.","T. 103 N., R. 37 W.","enters Iowa through Dickinson County, sec. 12, T. 100 N., R. 38 W.; flows south 36, east 4, south 9, southwest 13, west 13, northwest 4, and southwest 100 miles into Missouri River in Harrison County, T. 81 N., R. 45 W.",Missouri River,"Water power is developed at four localities at Sioux Rapids, where an 8-foot head creates 100 horsepower; at Peterson, where an 11-foot head creates 150 horsepower; at Smithland, where a 5-foot head creates 75 horsepower; and at Linn Grove, where a 9-foot head creates 47 horsepower.","https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046#xywh=331,3415,2223,60",0046_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0046.jpg,S
Gazetteer of Surface Waters of Iowa,"Sioux River, Little, West Fork",Left,Cherokee County,"T. 93 N., R. 41 W.","flows southwest 42, south 27, and southeast 8 miles into Little Sioux River (tributary to the Missouri) in Monona County, sec. 25, T. 84 N., R. 45 W.",Little Sioux River (tributary to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047#xywh=493,235,1371,42",0047_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047.jpg,S
Gazetteer of Surface Waters of Iowa,Sixmile Creek,Left,Sioux County,"T. 96 N., R. 46 W.","flows southwest 11, west 4, and southwest 10 miles into Big Sioux River (tributary to the Missouri) in the southwest corner of Sioux County, T. 94 N., R. 48 W.",Big Sioux River (tributary to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047#xywh=78,567,2200,60",0047_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047.jpg,S
Gazetteer of Surface Waters of Iowa,Skeleton River,Left,Lee County,"T. 67 N., R. 6 W.",flows southwest 3 miles into Sugar Creek (tributary through Des Moines River to the Mississippi).,Sugar Creek (tributary through Des Moines River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047#xywh=78,780,2199,50",0047_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047.jpg,S
Gazetteer of Surface Waters of Iowa,Skiller Creek,Right,Webster County,"sec. 14, T. 86 N., R. 28 W.","flows east about 6 miles into Des Moines River (tributary to the Mississippi) in sec. 16, T. 86 N., R. 27 W.",Des Moines River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047#xywh=75,918,2202,51",0047_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047.jpg,S
Gazetteer of Surface Waters of Iowa,Skinners Creek,Left,Monona County,"sec. 14, T. 83 N., R. 42 W.","flows southwest 4½ miles into Soldier River (tributary to the Missouri) in sec. 19, T. 83 N., R. 42 W.",Soldier River (tributary to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047#xywh=74,1126,2203,51",0047_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047.jpg,S
Gazetteer of Surface Waters of Iowa,Skunk Creek,Right,Monona County,"sec. 22, T. 85 N., R. 42 W.","flows south 6 miles into Soldier Creek (tributary to the Missouri) in sec. 15, T. 84 N., R. 42 W.",Soldier Creek (tributary to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047#xywh=75,1331,2205,50",0047_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047.jpg,S
Gazetteer of Surface Waters of Iowa,Skunk River,Right,Hamilton County,"T. 89 N., R. 23 W.","flows south 46 miles and southeast 30 miles to Colfax, southeast 81 miles, east 23 miles, and southeast 70 miles into Mississippi River in Des Moines County, T. 68 N., R. 2 W.",Mississippi River,"Waterpower is developed at Brighton, where a 5-foot head creates 35 horsepower. At Lowell no data are available.","https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047#xywh=74,1469,2206,51",0047_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047.jpg,S
Gazetteer of Surface Waters of Iowa,"Skunk River, North",Left,Marshall County,"T. 83 N., R. 19 W.","flows southeast 101 miles into Skunk River (tributary to the Mississippi) in Keokuk County, T. 75 N., R. 10 W.",Skunk River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047#xywh=73,1815,2209,53",0047_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047.jpg,S
Gazetteer of Surface Waters of Iowa,Slough Creek,Right,Dallas County,"sec. 34, T. 80 N., R. 27 W.","flows north 10 miles into Beaver Creek (tributary through Des Moines River to the Mississippi) in sec. 14, T. 81 N., R. 27 W.",Beaver Creek (tributary through Des Moines River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047#xywh=73,2025,2209,52",0047_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047.jpg,S
Gazetteer of Surface Waters of Iowa,Smith Creek,Right,Des Moines County,"sec. 13, T. 72 N., R. 3 W.","flows northwest 5 miles into Otter Creek (tributary through Iowa River to the Mississippi) in Louisa County, T. 73 N., R. 3 W.",Otter Creek (tributary through Iowa River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047#xywh=73,2230,2207,59",0047_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047.jpg,S
Gazetteer of Surface Waters of Iowa,Smith Creek,Right,Keokuk County,"T. 77 N., R. 11 W.","flows east 18 miles into South English River (tributary through Iowa River to the Mississippi) in Washington County, T. 77 N., R. 8 W.",South English River (tributary through Iowa River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047#xywh=177,1677,2105,51",0047_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047.jpg,S
Gazetteer of Surface Waters of Iowa,Smiths Run,Left,Muscatine County,"T. 76 N., R. 3 W.","flows northwest 6 miles into Cedar River (tributary through Iowa River to the Mississippi) in T. 76 N., R. 4 W.",Cedar River (tributary through Iowa River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047#xywh=71,2650,2214,51",0047_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047.jpg,S
Gazetteer of Surface Waters of Iowa,Snake Creek,Left,Page County,"sec. 3, T. 69 N., R. 37 W.","flows southwest 8 miles into East Tarkio Creek (tributary through Tarkio Creek to the Missouri) in sec. 10, T. 68 N., R. 38 W.",East Tarkio Creek (tributary through Tarkio Creek to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047#xywh=71,2858,2214,49",0047_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047.jpg,S
