date,description,amount,transaction_type,record_type,section_title,year,canvas_fragment,image
,nous avons Nous avions,,study_note,Language Exercises,Conjugations,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0020#xywh=1019,377,605,191",0020_service:mss:mss11879:mss11879-42:42001:0020.jpg
,vous avez vous aviez,,study_note,Language Exercises,Conjugations,1887,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0020,0020_service:mss:mss11879:mss11879-42:42001:0020.jpg
,Ils avaient Ils avaient,,study_note,Language Exercises,Conjugations,1887,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0020,0020_service:mss:mss11879:mss11879-42:42001:0020.jpg
,J'ai eu:,,study_note,Language Exercises,Preterite indefinite,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0020#xywh=1051,553,210,51",0020_service:mss:mss11879:mss11879-42:42001:0020.jpg
,Tu as eu.,,study_note,Language Exercises,Preterite indefinite,1887,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0020,0020_service:mss:mss11879:mss11879-42:42001:0020.jpg
,Il a eu,,study_note,Language Exercises,Preterite indefinite,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0020#xywh=1051,657,197,40",0020_service:mss:mss11879:mss11879-42:42001:0020.jpg
,Nous avons eu.,,study_note,Language Exercises,Preterite indefinite,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0020#xywh=1054,709,273,40",0020_service:mss:mss11879:mss11879-42:42001:0020.jpg
,vous avez eu.,,study_note,Language Exercises,Preterite indefinite,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0020#xywh=1051,755,289,53",0020_service:mss:mss11879:mss11879-42:42001:0020.jpg
,Ils ont eu.,,study_note,Language Exercises,Preterite indefinite,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0020#xywh=1058,803,288,49",0020_service:mss:mss11879:mss11879-42:42001:0020.jpg
,J'avais eu.,,study_note,Language Exercises,Pluperfect,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0020#xywh=1313,854,262,217",0020_service:mss:mss11879:mss11879-42:42001:0020.jpg
,Tu avais eu.,,study_note,Language Exercises,Pluperfect,1887,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0020,0020_service:mss:mss11879:mss11879-42:42001:0020.jpg
,Il avait eu,,study_note,Language Exercises,Pluperfect,1887,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0020,0020_service:mss:mss11879:mss11879-42:42001:0020.jpg
,nous avions eu,,study_note,Language Exercises,Pluperfect,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0020#xywh=1327,1115,320,41",0020_service:mss:mss11879:mss11879-42:42001:0020.jpg
,vous aviez eu.,,study_note,Language Exercises,Pluperfect,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0020#xywh=1320,1158,343,112",0020_service:mss:mss11879:mss11879-42:42001:0020.jpg
,Ils avaient eu.,,study_note,Language Exercises,Pluperfect,1887,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0020,0020_service:mss:mss11879:mss11879-42:42001:0020.jpg
,J'eus eu,,study_note,Language Exercises,Pluperfect,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=194,189,202,54",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Tu eus eu,,study_note,Language Exercises,Pluperfect,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=196,245,215,44",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Il eut eu,,study_note,Language Exercises,Pluperfect,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=194,291,216,47",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Nous eûmes eu,,study_note,Language Exercises,Pluperfect,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=180,345,333,44",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Vous eûtes eu,,study_note,Language Exercises,Pluperfect,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=177,392,296,49",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Ils eurent eu.,,study_note,Language Exercises,Pluperfect,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=177,446,284,44",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,J'aurai.,,study_note,Language Exercises,Pluperfect,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=437,549,260,56",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,J'aurai eu,,study_note,Language Exercises,Pluperfect,1887,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021,0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Tu auras,,study_note,Language Exercises,Pluperfect,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=165,599,235,39",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Tu auras eu,,study_note,Language Exercises,Pluperfect,1887,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021,0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Il aura,,study_note,Language Exercises,Pluperfect,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=158,641,562,58",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Il aura eu,,study_note,Language Exercises,Pluperfect,1887,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021,0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Nous aurons,,study_note,Language Exercises,Pluperfect,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=156,693,611,59",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Nous aurons eu,,study_note,Language Exercises,Pluperfect,1887,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021,0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Vous aurez,,study_note,Language Exercises,Pluperfect,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=156,748,609,58",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Vous aurez eu,,study_note,Language Exercises,Pluperfect,1887,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021,0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Ils auront,,study_note,Language Exercises,Pluperfect,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=404,801,359,52",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Ils auront eu,,study_note,Language Exercises,Pluperfect,1887,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021,0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,J'avais,,study_note,Language Exercises,Conditional,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=304,1005,232,49",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,J'aurais.,,study_note,Language Exercises,Conditional,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=293,1052,246,51",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Tu aurais,,study_note,Language Exercises,Conditional,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=1187,257,288,39",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Il aurait,,study_note,Language Exercises,Conditional,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=1198,306,294,41",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Nous aurions eu.,,study_note,Language Exercises,Conditional,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=1191,356,363,44",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Vous auriez eu.,,study_note,Language Exercises,Conditional,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=1189,403,352,54",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Ils auraient eu.,,study_note,Language Exercises,Conditional,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=1194,454,337,48",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Nous aurions,,study_note,Language Exercises,Conditional,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=1180,202,287,48",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Vous auriez,,study_note,Language Exercises,Conditional,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=168,542,258,56",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Ils auraient,,study_note,Language Exercises,Conditional,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=396,601,333,47",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,J'aurais eu.,,study_note,Language Exercises,Conditional,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=157,800,242,42",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Tu aurais eu.,,study_note,Language Exercises,Conditional,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=304,957,221,51",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
,Il aurait eu.,,study_note,Language Exercises,Conditional,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0021#xywh=299,1094,241,61",0021_service:mss:mss11879:mss11879-42:42001:0021.jpg
"July 15, 1886",Paid to Helen,50.00,expense,Expense List,For clothes & sundries,1886,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0022#xywh=1011,205,712,72",0022_service:mss:mss11879:mss11879-42:42001:0022.jpg
"November 19, 1886",Paid to Helen,25.00,expense,Expense List,For clothes & sundries,1886,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0022#xywh=1203,140,414,55",0022_service:mss:mss11879:mss11879-42:42001:0022.jpg
"August, 1886",Paid to Helen,5.00,expense,Expense List,For clothes & sundries,1886,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0022#xywh=1026,974,521,53",0022_service:mss:mss11879:mss11879-42:42001:0022.jpg
"March 30, 1887",Amount,4.00,expense,Expense List,For clothes & sundries,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0022#xywh=1002,525,500,53",0022_service:mss:mss11879:mss11879-42:42001:0022.jpg
1887,2 Pairs of boots Rome,6.50,expense,Expense List,For clothes & sundries,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0022#xywh=1006,475,580,54",0022_service:mss:mss11879:mss11879-42:42001:0022.jpg
"April 20, 1887",Umbrella and gloves,4.00,expense,Expense List,For clothes & sundries,1887,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0022,0022_service:mss:mss11879:mss11879-42:42001:0022.jpg
"May 6, 1887",Silk Dress Rome,33.00,expense,Expense List,For clothes & sundries,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0022#xywh=1001,559,756,74",0022_service:mss:mss11879:mss11879-42:42001:0022.jpg
"May 25, 1887",Paris: Boots,5.60,expense,Expense List,For clothes & sundries,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0022#xywh=999,632,482,40",0022_service:mss:mss11879:mss11879-42:42001:0022.jpg
"May 28, 1887",Paris: making dress,50.00,expense,Expense List,For clothes & sundries,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0022#xywh=989,663,781,70",0022_service:mss:mss11879:mss11879-42:42001:0022.jpg
"May 28, 1887",Cameo,125.00,expense,Expense List,For clothes & sundries,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0022#xywh=1131,720,658,57",0022_service:mss:mss11879:mss11879-42:42001:0022.jpg
"May 28, 1887",Violin,100.00,expense,Expense List,For clothes & sundries,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0022#xywh=1414,773,365,48",0022_service:mss:mss11879:mss11879-42:42001:0022.jpg
"May 28, 1887",Tariff on gold spoons,1.80,expense,Expense List,For clothes & sundries,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0022#xywh=1141,828,494,52",0022_service:mss:mss11879:mss11879-42:42001:0022.jpg
"May 31, 1887",London for gloves,2.50,expense,Expense List,For clothes & sundries,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0022#xywh=1642,830,142,38",0022_service:mss:mss11879:mss11879-42:42001:0022.jpg
"June 6, 1887",Dress eleven dollars,11.38,expense,Expense List,For clothes & sundries,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0022#xywh=993,866,643,129",0022_service:mss:mss11879:mss11879-42:42001:0022.jpg
"June 7, 1887",Shoes &cts,5.00,expense,Expense List,For clothes & sundries,1887,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0022,0022_service:mss:mss11879:mss11879-42:42001:0022.jpg
"June 8, 1887",Seventy frs. in America,70.00,expense,Expense List,For clothes & sundries,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0022#xywh=1019,1024,575,62",0022_service:mss:mss11879:mss11879-42:42001:0022.jpg
"March 13, 1876",Dep,1150.00,deposit,Bank Ledger,Dr.,1876,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0025#xywh=327,189,372,27",0025_service:mss:mss11879:mss11879-42:42001:0025.jpg
"March 14, 1876",Dep,342.00,deposit,Bank Ledger,Dr.,1876,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0025,0025_service:mss:mss11879:mss11879-42:42001:0025.jpg
"May 1, 1876",Dep,10.00,deposit,Bank Ledger,Dr.,1876,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0025,0025_service:mss:mss11879:mss11879-42:42001:0025.jpg
"May 3, 1876",by,1500.00,deposit,Bank Ledger,Dr.,1876,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0025,0025_service:mss:mss11879:mss11879-42:42001:0025.jpg
"May 20, 1876",by,275.00,deposit,Bank Ledger,Dr.,1876,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0025,0025_service:mss:mss11879:mss11879-42:42001:0025.jpg
"July 1, 1876",Int,12.49,deposit,Bank Ledger,Dr.,1876,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0025,0025_service:mss:mss11879:mss11879-42:42001:0025.jpg
"January 1, 1877",Int,2.27,deposit,Bank Ledger,Dr.,1877,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0025#xywh=561,678,137,39",0025_service:mss:mss11879:mss11879-42:42001:0025.jpg
"March 30, 1877",Dep,705.00,deposit,Bank Ledger,Dr.,1877,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0025#xywh=1106,110,281,76",0025_service:mss:mss11879:mss11879-42:42001:0025.jpg
,Total Amount,3994.76,deposit,Bank Ledger,Dr.,1877,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0025,0025_service:mss:mss11879:mss11879-42:42001:0025.jpg
"April 2, 1877",Balance,717.22,deposit,Bank Ledger,Dr.,1877,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0025#xywh=527,675,29,35",0025_service:mss:mss11879:mss11879-42:42001:0025.jpg
"April 21, 1877",Dep,300.00,deposit,Bank Ledger,Dr.,1877,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0025,0025_service:mss:mss11879:mss11879-42:42001:0025.jpg
"June 30, 1877",by,325.00,deposit,Bank Ledger,Dr.,1877,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0025,0025_service:mss:mss11879:mss11879-42:42001:0025.jpg
"May 3, 1876",C. ck.,1500.00,withdrawal,Bank Ledger,Cr.,1876,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0025#xywh=525,255,592,75",0025_service:mss:mss11879:mss11879-42:42001:0025.jpg
"June 3, 1876",C. ck.,25.00,withdrawal,Bank Ledger,Cr.,1876,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0025,0025_service:mss:mss11879:mss11879-42:42001:0025.jpg
"June 5, 1876",C. ck.,1750.00,withdrawal,Bank Ledger,Cr.,1876,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0025,0025_service:mss:mss11879:mss11879-42:42001:0025.jpg
"July 19, 1876",R. Jackson,50.00,withdrawal,Bank Ledger,Cr.,1876,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0025#xywh=750,418,161,50",0025_service:mss:mss11879:mss11879-42:42001:0025.jpg
"September 21, 1876",Costs Dft. prot.,1.99,withdrawal,Bank Ledger,Cr.,1876,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0025#xywh=742,465,456,112",0025_service:mss:mss11879:mss11879-42:42001:0025.jpg
,Balance,717.22,withdrawal,Bank Ledger,Cr.,1876,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0025,0025_service:mss:mss11879:mss11879-42:42001:0025.jpg
,Total Amount,3994.76,withdrawal,Bank Ledger,Cr.,1876,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0025,0025_service:mss:mss11879:mss11879-42:42001:0025.jpg
"Jan 11, 1855",Bo Balance,649.01,deposit,Bank Ledger,DR,1855,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029#xywh=79,209,478,44",0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
"June 30, 1855",Interest,15.81,deposit,Bank Ledger,DR,1855,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029#xywh=76,263,449,42",0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
"July 13, 1855",49 06 24 38,73.44,deposit,Bank Ledger,DR,1855,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029#xywh=70,299,495,74",0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
1855,Total Amount,738.26,deposit,Bank Ledger,DR,1855,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029#xywh=79,158,716,44",0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
1855,Withdrawal,50,withdrawal,Bank Ledger,CR,1855,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
1855,Withdrawal,30,withdrawal,Bank Ledger,CR,1855,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
1855,"50, 50",100,withdrawal,Bank Ledger,CR,1855,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
1855,Withdrawal,100,withdrawal,Bank Ledger,CR,1855,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
1855,Withdrawal,50,withdrawal,Bank Ledger,CR,1855,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
1855,Withdrawal,69,withdrawal,Bank Ledger,CR,1855,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
1855,Withdrawal,130,withdrawal,Bank Ledger,CR,1855,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
1855,Withdrawal,28,withdrawal,Bank Ledger,CR,1855,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
1855,Withdrawal,60,withdrawal,Bank Ledger,CR,1855,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
1855,Withdrawal,121.26,withdrawal,Bank Ledger,CR,1855,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029#xywh=1363,658,155,40",0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
1855,Total Amount,738.26,withdrawal,Bank Ledger,CR,1855,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029#xywh=639,320,144,53",0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
1855,11 Vouchers Retd,,study_note,Bank Ledger,DR,1855,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
"Feb 11, 1856",£ 65,314.89,deposit,Bank Ledger,DR,1856,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029#xywh=1364,771,92,28",0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
"Feb 16, 1856",£ 35,169.94,deposit,Bank Ledger,DR,1856,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029#xywh=1364,820,91,36",0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
1856,Subtotal,551.47,deposit,Bank Ledger,DR,1856,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029#xywh=1372,705,138,38",0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
1856,Subtotal,390,deposit,Bank Ledger,DR,1856,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
"Apl 9, 1856",Deposit,335,deposit,Bank Ledger,DR,1856,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
"Apl 9, 1856",Deposit,32,deposit,Bank Ledger,DR,1856,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
"May 1, 1856",Deposit,242,deposit,Bank Ledger,DR,1856,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
"May 7, 1856",Deposit,207.48,deposit,Bank Ledger,DR,1856,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
"July 15, 1856",Deposit,2242.78,deposit,Bank Ledger,DR,1856,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
1856,Subtotal,242.22,deposit,Bank Ledger,DR,1856,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
1856,Subtotal,248.00,deposit,Bank Ledger,DR,1856,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
"Mar 26, 1856",Withdrawal,250,withdrawal,Bank Ledger,CR,1856,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
"May 13, 1856",Withdrawal,30,withdrawal,Bank Ledger,CR,1856,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
"Aug 7, 1856",Withdrawal,100,withdrawal,Bank Ledger,CR,1856,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
"Aug 15, 1856",Withdrawal,200,withdrawal,Bank Ledger,CR,1856,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
1856,Withdrawal,250,withdrawal,Bank Ledger,CR,1856,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
"Sept, 1856",Sent XXX,,withdrawal,Bank Ledger,CR,1856,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029#xywh=1383,1024,77,31",0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
"Nov 5, 1856",Withdrawal,458.45,withdrawal,Bank Ledger,CR,1856,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
"Nov 8, 1856",Withdrawal,530,withdrawal,Bank Ledger,CR,1856,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
1856,Total Amount,1818.45,withdrawal,Bank Ledger,CR,1856,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0029,0029_service:mss:mss11879:mss11879-42:42001:0029.jpg
"January 1, 1855",To Balance,649.01,deposit,Bank Ledger,DR,1855,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0030,0030_service:mss:mss11879:mss11879-42:42001:0030.jpg
"January 1, 1855",Interest,15.81,deposit,Bank Ledger,DR,1855,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0030,0030_service:mss:mss11879:mss11879-42:42001:0030.jpg
"July 13, 1855",Interest,49.06,deposit,Bank Ledger,DR,1855,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0030,0030_service:mss:mss11879:mss11879-42:42001:0030.jpg
"July 13, 1855",Interest,24.38,deposit,Bank Ledger,DR,1855,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0030,0030_service:mss:mss11879:mss11879-42:42001:0030.jpg
"March 8, 1856",Miller O & M,551.47,deposit,Bank Ledger,DR,1856,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0030#xywh=718,481,66,49",0030_service:mss:mss11879:mss11879-42:42001:0030.jpg
